#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Administración General,,,2T,2018-05-17,,BOLETIN OFICIAL DE LA COMUNIDAD DE MADRID,,INSERCION Nº 03/14279/18  8.APR DEF MOD ORDENANZA FISCAL TASA SERVICIO PISCINA,2835.6,
Administración General,,,2T,2018-06-05,,BOLETIN OFICIAL DE LA COMUNIDAD DE MADRID,,INSERCION Nº 03/17242/18  8.APR INIC EXPTE MES 2018002 CREDITOS EXTRAORDINARIOS,169.04,
Administración General,,,2T,2018-06-28,,BOLETIN OFICIAL DE LA COMUNIDAD DE MADRID,,INSERCION Nº 03/20892/18   8. EXPTE MES-2018002 APR. CREDITO EXTRAORDINARIO,616.7,
Administración General,,,2T,2018-06-22,,PINTOS SANTIAGO JAIME,,"FACTURA FORM-2018/023  IMPARTICION PRESENTCIAL DEL 2º CURSO """"LAS PRINCIPALES NOVEDADES DE LA NUEVA LEY DE CONTRATOS DEL",4125,
Administración General,,,2T,2018-06-22,,PINTOS SANTIAGO JAIME,,"FACTURA FORM-2018/022  IMPARTICION PRESENCIAL DEL CURSO """"LAS PRINCIPALES NOVEDADES DE LA NUEVA LEY DE CONTRATOS DEL SECT",4125,
Administración General,,,2T,2018-04-09,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA  SEDE 22 LIMPIEZA EDIFICIOS MES DE MARZO,11421.27,
Administración General,,,2T,2018-05-09,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA  SEDE 30  LIMPIEZA EDIFICIOS MES DE ABRIL,11421.27,
Administración General,,,2T,2018-06-11,,BALYMA SERVICIOS INTEGRALES SL,,FACTURA  SEDE 37  LIMPIEZA EDIFICIOS MES DE MAYO,11421.27,
Administración General,,,2T,2018-04-25,,PERSONAL AYUNTAMIENTO,,GASTOS DESPLAZAMIENTO PRESTANDO SERVICIOS AL AYUNTAMIENTO Y AYUDA PARA GASTOS TRANSPORTE PERSONAL COLABORACION SOCIAL,272.02,
Administración General,,,2T,2018-05-28,,PERSONAL AYUNTAMIENTO,,GASTOS DESPLAZAMIENTO PRESTANDO SERVICIOS AL AYUNTAMIENTO Y AYUDAS TRANSPORTE PERSONAL PROGRAMAS GARANTIA SOCIAL,492.78,
Administración General,,,2T,2018-06-27,,PERSONAL AYUNTAMIENTO,,GASTOS DE DESPLAZAMIENTO PRESTANDO SERVICIOS AL AYUNTAMIENTO Y AYUDA PARA TRANSPORTE PERSONAL COLABORACION SOCIAL,270.34,
Administración General,,,3T,2018-07-11,,ALQUIBER QUALITY SA,,FACTURA ALQ18019151  ALQUILER 8707KKT RENAULT ZOE LIFE MES DE JUNIO,629.2,
Administración General,,,3T,2018-09-20,,ALQUIBER QUALITY SA,,FACTURA ALQ18022885  CONCEPTO CONTRATO 30561 REANAULT ZOE LIFE,629.2,
Administración General,,,3T,2018-09-28,,ALQUIBER QUALITY SA,,FACTURA ALQ18026736  ALQUILER VEHICULO 8707KKT MES DE AGOSTO,629.2,
Administración General,,,3T,2018-07-11,,"ELECNOR, S.A",,FACTURA 1628076200  MANTENIMIENTO EDIFICIOS MUNICIPALES MES JUNIO,3480.97,
Administración General,,,3T,2018-08-22,,"ZARDOYA OTIS, S.A.",,FACTURA 0149141R  CONCEPTO OFERTA INSPECCION REGALMENTARIA DE 12 ASCENSORES,2105.4,
Administración General,,,3T,2018-08-24,,"ELECNOR, S.A",,FACTURA SEDE 1628085800 MANTENIMIENTO EDIFICIOS MES DE JULIO,3480.97,
Administración General,,,3T,2018-09-20,,CYRASA SEGURIDAD SL,,FACTURA SEDE 7774  INSTALACION TORRE DE COMUNICACIONES PZA JOSE MARIA UNCETA,89.54,
Administración General,,,3T,2018-09-20,,CYRASA SEGURIDAD SL,,FACTURA  SEDE 7775  INSTALACION CASA ROSA,150.65,
Administración General,,,3T,2018-09-20,,CYRASA SEGURIDAD SL,,FACTURA  SEDE 7776  INSTALACION PILAS EN TECLADO MEDIO AMBIENTE,62.92,
Administración General,,,3T,2018-09-20,,CYRASA SEGURIDAD SL,,FACTURA SEDE 7830  ASISTENCIA TECNICA EL 10/07/18 EN ESCUELA DE IDIOMAS,72.6,
Administración General,,,3T,2018-09-25,,INSPECCIÓN TECNICA VEHICULAR,,GASTOS A JUSTIFICAR ITV VEHICULO 3513-CBR,70,
Administración General,,,3T,2018-07-02,,OFIPAPEL CENTER SL,,FACTURA 07/179575  MATERIAL OFICINA DEPORTES,181.65,
Administración General,,,3T,2018-07-13,,OFIPAPEL CENTER SL,,FACTURA 07/181227  MATERIAL OFICINA SERVICIOS SOCIALES,64.17,
Administración General,,,3T,2018-07-13,,OFIPAPEL CENTER SL,,FACTURA 07/181232  MATERIAL OFICINA ALCALDIA,35.69,
Administración General,,,3T,2018-07-31,,OFIPAPEL CENTER SL,,FACTURA 07/179574 MATERIAL OFICINA ATENCION AL VECINO,472.21,
Administración General,,,3T,2018-07-31,,OFIPAPEL CENTER SL,,FACTURA 07/179578 MATERIAL OFICINA PARA ATENCION AL VECINO,83.18,
Administración General,,,3T,2018-07-31,,OFIPAPEL CENTER SL,,FACTURA 07/181226  MATERIAL OFICINA ARCHIVO MUNICIPAL,25.98,
Administración General,,,3T,2018-07-31,,OFIPAPEL CENTER SL,,FACTURA 07/181228  MATERIAL OFICINA SECRETARIA,522.27,
Administración General,,,3T,2018-08-01,,OFIPAPEL CENTER SL,,FACTURA 07/181522  MATERIAL OFICINA INTERVENCION,144.34,
Administración General,,,3T,2018-08-13,,OFIPAPEL CENTER SL,,MATERIAL DE OFICINA CULTURA,252.07,
Administración General,,,3T,2018-08-31,,OFIPAPEL CENTER SL,,MATERIAL DE OFICINAURBANISMO,387.2,
Administración General,,,3T,2018-09-20,,OFIPAPEL CENTER SL,,FACTURA 07/182438  CONSUMIBLES OFICINA CONCEJALIA DEPORTES,321.75,
Administración General,,,3T,2018-09-20,,OFIPAPEL CENTER SL,,FACTURA 07/182439  CONSUMIBLES OFICINA BIBLIOTECA,202.8,
Administración General,,,3T,2018-09-20,,OFIPAPEL CENTER SL,,FACTURA 07/182938  MATERIAL OFICINA SECRETARIA,419.69,
Administración General,,,3T,2018-09-20,,OFIPAPEL CENTER SL,,CONSUMIBLES PROTECCIÓN CIVIL,85.67,
Administración General,,,3T,2018-09-20,,OFIPAPEL CENTER SL,,CONSUMIBLES CULTURA,2.09,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180130030010060 CONTRATO 363506925 PERIODO 17/12/17 A 14/01/18 CUPS ES0021000011079016DM EDIF MUNICIPALES,241.65,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180130030010280 CONTRATO 364708232 PERIODO 23/11/17 A 15/01/18 CUPS ES0021000005694480SE EDIF MUNICIPALES,41.03,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180130030006943 CONTRATO 340403731 PERIODO 14/12/17 A 14/01/18 CUPS ES0021000005693912ZY EDIF MUNICIPALES,27.66,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180130030008539 CONTRATO 351518009 PERIODO 30/11/17 A 24/01/18 CUPS ES0021000005699578FZ EDIF MUNICIPALES,250.29,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180227030007861 CONTRATO 363506925 PERIODO 14/01/17 A 12/02/18 CUPS ES0021000011079016DM EDIF MUNICIPALES,492.12,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180227030003852 CONTRATO 321783918 PERIODO 19/01/18 A 31/01/18 CUPS ES0021000005697092ZN EDIF MUNICIPALES,267.1,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180227030006375 CONTRATO 348106282 PERIODO 5/12/17 A 1/02/18 CUPS ES0021000005698366TK EDIF MUNICIPALES,207.19,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180227030005455 CONTRATO 340403731 PERIODO 14/01/18 A 12/02/18 CUPS ES0021000005693912ZY EDIF MUNICIPALES,26.56,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180227030003845 CONTRATO 321779186 PERIODO 04/12/17 A 29/01/18 ES0021000005694312PS EDIF MUNICIPALES,1188.56,
Administración General,,,3T,2018-07-04,,IBERDROLA CLIENTES SAU,,FACTURA SEDE 21180227030025141 CONTRATO 622185068 PERIODO 31/01/18 A 17/02/18 CUPS ES0021000005697092ZN EDIF MUNICIPALES,366.04,
Administración General,,,3T,2018-07-04,,IBERDROLA CLIENTES SAU,,FACTURA SEDE 21180227030019615 CONTRATO 570770178 PERIODO 16/01/18 A 15/02/18 CUPS ES0021000005696203KC EDIF MUNICIPALES,820.36,
Administración General,,,3T,2018-07-04,,IBERDROLA CLIENTES SAU,,FACTURA SEDE 21180227030025140 CONTRATO 622185068 ES0021000005697092ZN Derechos de Extensión,639.04,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180328030006764 CONTRATO 348106282 PERIODO 01/02/18 A 13/03/18 CUPS ES0021000005698366TK EDIF MUNICIPALES,49.32,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180328030004146 CONTRATO 321779186 PERIODO 29/01/18 A 27/03/18 CUPS ES0021000005694312PS EDIF MUNICIPALES,719.89,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180328030008410 CONTRATO 363506925 PERIODO 12/02/18 A 13/03/18 CUPS ES0021000011079016DM EDIF MUNICIPALES,462.6,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180328030008593 CONTRATO 364708232 PERIODO 15/01/08 A 19/03/18 CUPS ES0021000005694480SE EDIF MUNICIPALES,48.79,
Administración General,,,3T,2018-07-04,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180328030005783  CONTRATO 340403731 PERIODO 12/02/18 A 13/03/18 CUPS ES0021000005693912ZY EDIF MUNICIPALE,24.99,
Administración General,,,3T,2018-07-04,,IBERDROLA CLIENTES SAU,,FACTURA SEDE 21180328030025932 CONTRATO 622185068 PERIODO 17/02/18 A 18/03/18 CUPS ES0021000005697092ZN,538.62,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321256037447  CONTRATO 19480394 PERIODO 19/12/2017 A 19/01/2018  CUPS ES0021000013003232LH,1005.15,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321257362811 CONTRATO 19480307  PERIODO 19/01/2018 A 15/02/2018 CUPS ES0021000005697127QR EDIF MUNICIPA,2242.48,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321257492851 CONTRATO 19480376 PERIODO 19/01/2018 A 15/02/2018  CUPS ES0021000011656392LN EIDF MUNICIPA,974.69,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321257899670 CONTRATO 19480122 PERIODO 19/01/2018 A 15/02/2018  CUPS ES0021000005694313PQ EDIF MUNICIPA,407.13,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321257492850 CONTRATO 19480376 PERIODO 19/12/2017 A 18/01/2018  CUPS ES0021000011656392LN EDIF MUNICIPA,948.05,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321257899669 CONTRATO 19480122 PERIODO 19/12/2017 A 18/01/2018 CUPS ES0021000005694313PQ EDIF MUNICIPAL,422.33,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321254783839 CONTRATO 19480307 PERIODO 19/12/2017 A 18/01/2018 CUPS ES0021000005697127QR EDIF MUNICIPAL,2427.87,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321260014796  CONTRATO 19480376 PERIODO 16/02/2018 A 15/03/2018  CUPS ES0021000011656392LN EDIF MUNICIP,933.88,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321260014795 CONTRATO 19480307 PERIODO 16/02/2018 A 15/03/2018 CUPS ES0021000005697127QR EDIF MUNICIPAL,1979.95,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321260014792 CONTRATO 19480122 PERIODO 16/02/2018 A 15/03/2018 CUPS ES0021000005694313PQ EDIF MUNICIPAL,377.58,
Administración General,,,3T,2018-07-31,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321258778054 CONTRATO 19480394 PERIODO  20/01/2018 A 12/02/2018 CUPS ES0021000013003232LH DIRECCION PS,762.88,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180427030005435 CONTRATO 340403731 ES0021000005693912ZY PERIODO 13/03/18 A 12/04/18 EDIF MUNICIPALES,25.07,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180427030007905  CONTRATO 363506925 ES0021000011079016DM PERIODO 13/03/18 A 12/04/18 EDIF MUNICIPALES,348.67,
Administración General,,,3T,2018-09-05,,IBERDROLA CLIENTES SAU,,FACTURA SEDE 21180427030025225 CONTRATO 622185068 ES0021000005697092ZN PERIODO 18/03/18 A 17/04/18 EDIF MUNICIPALES,564.73,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180427030006684 CONTRATO 351518009 ES0021000005699578FZ PERIODO 24/01/18 A 23/03/18 EDIF MUNICIPALES,31.18,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180530030007407 CONTRATO 351518009 PERIODO 23/03/18 A 22/05/18 CUPS ES0021000005699578FZ EDIF MUNICIPALES,376.53,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180530030004410 CONTRATO 321779186 PERIODO 27/03/18 A 25/05/18 CUPS ES0021000005694312PS EDIF MUNICIPALES,500.08,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180530030008754  CONTRATO 363506925 PERIODO 12/04/18 A 14/05/18 CUPS ES0021000011079016DM EDIF MUNICIPALE,330.52,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180530030006024  CONTRATO 340403731 PERIODO 12/04/18 A 14/05/18 ES0021000005693912ZY EDIF MUNICIPALES,26.67,
Administración General,,,3T,2018-09-05,,IBERDROLA COMERCIALIZACION DE ULTIMO RECURSO SA,,FACTURA SEDE 09180530030008936 CONTRATO 364708232 PERIODO 19/03/18 A 18/05/18 CUPS ES0021000005694480SE EDIF MUNICIPALES,46.46,
Administración General,,,3T,2018-09-05,,IBERDROLA CLIENTES SAU,,FACTURA SEDE 21180530030025003 CONTRATO 622185068 PERIODO 17/04/18 A 19/05/18 ES0021000005697092ZN EDIF MUNICIPALES,514.56,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321263154232 CONTRATO 19480376 PERIODO  16/03/2018 A 16/04/2018  CUPS ES0021000011656392LN DIRECCION PS,999.23,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321263154228  CONTRATO 19480122 PERIODO 16/03/2018 A 16/04/2018 CUPS ES0021000005694313PQ DIRECCION PS,403.95,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321263154231  CONTRATO 19480307 PERIODO 16/03/2018 A 16/04/2018 CUPS ES0021000005697127QR DIRECCION PS,2429.53,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321264534565 CONTRATO  19480394  PERIODO 19/03/2018 A 17/04/2018 CUPS ES0021000013003232LH DIRECCION PS,686.63,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321266215666 CONTRATO 19480122 PERIODO 17/04/2018 A 21/05/2018 CUPS ES0021000005694313PQ DIRECCION PS C,381.76,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321266215669 CONTRATO 19480307 PERIODO 17/04/2018 A 21/05/2018 CUPS ES0021000005697127QR DIRECCION PS C,2362.57,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321266215670 CONTRATO 19480376 PERIODO 17/04/2018 A 21/05/2018  CUPS ES0021000011656392LN DIRECCION PS,771.5,
Administración General,,,3T,2018-09-20,,"GAS NATURAL SERVICIOS SDG, S.A.",,FACTURA SEDE FE18321267403568  CONTRATO 19480394 PERIODO  18/04/2018 A 19/05/2018  CUPS ES0021000013003232LH DIRECCION P,973.8,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005028132  ADUCCIÓN / CONSUMO BLOQUE 1 / del 23-05-2018 al 01-06-2018,6101.37,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005028217  ADUCCIÓN / CONSUMO BLOQUE 1 / del 23-05-2018 al 01-06-2018,6513.1,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005068127 ADUCCIÓN / CUOTA SERVICIO /  del 24-05-2018 al 01-06-2018 AV LAGO 21,21.27,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003552824 CONTADOR G17RF708088S PERIODO 19/03/18 A 23/05/18 PZA JOSE MARIA UNCETA 1,5134.15,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003555617  CONTADOR E11QF153730K PERIODO 19/03/18 A 23/05/18 AV TORRELODONES 15,209.44,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003555924  CONTADOR A12CH801180I PERIODO 19/03/18 A 23/05/18 CM VALLADOLID 1 BIS,525.34,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA 180003557259 CONTADOR P16AB555587L PERIODO 19/03/18 A 23/05/18 CL HERREN DE MADRID,39.34,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558588  CONTADOR A10LA048489F PERIODO 19/03/18 A 23/05/18 CL NTRA SRA DEL CARMEN,31.53,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558595  CONTADOR J15OB022361B PERIODO 19/03/18 A 23/05/18 CL REAL 32,274.1,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003591601 CONTADOR Q14GA030620V PERIODO 20/03/18 A 24/05/18 AV LAGO 21,25.93,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003597228  CONTADOR 304604854 PERIODO 19/03/18 A 23/05/18 AV FONTANILLA,72.68,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180004947754  CONTRATO 256991695 PERIODO 23/05/18 A 18/07/18 CM VALLADOLID 1,452.61,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005023658  CONTRATO 127716 PERIODO 23/05/18 A 19/07/18 CL NTRA SRA DEL CARMEN 10,445.64,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005024656  PERIODO 23/05/18 A 19/07/18 CL CARNICERIA 1,19.15,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005025470  CONTRATO 39100191 PERIODO 23/05/18 A 19/07/18 CL RUFINO TORRES 2,91.15,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005026622  CONTRATO 66485315 PERIODO 23/05/18 A 19/07/18 PZA CONSTITUCION 12,43.21,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005027631 CONTRATO 104566101 PERIODO 23/05/18 A 19/07/18 CL RIBADESELLA 2,611.69,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005028133 CONTRATO 121949612 PERIODO 23/05/18 A 19/07/18 PZA JOSE MARIA UNCETA 10,2018.05,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005029013 CONTRATO 175694985 PERIODO 23/05/18 A 19/07/18 CL SRA SERGIA S/N,804.1,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005030835 CONTRATO 243745034 PERIODO 23/05/18 A 19/07/18 AV TORRELODONES 15,183.67,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003539180 CONTRATO 231466854 PERIODO 19/03/18 A 23/05/18 CL CUDILLERO 6,77.9,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003539182  CONTRATO 231450484 PERIODO 19/03/18 A 23/05/18 CL CUDILLERO 6,52.01,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003539183 CONTRATO 231448666 PERIODO 19/03/18 A 23/05/18 CL CUDILLERO 6,82.73,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003552914  CONTRATO 126093936 PERIODO 19/03/18 A 23/05/18 CTRA TORRELODONES 8,522.5,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003553947  CONTRATO 184439739 PERIODO 19/03/18 A 23/05/18 Pº JOAQUIN RUIZ JIMENEZ 28,23.79,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003554577 CONTRATO 206984054 PERIODO 19/03/18 A 23/05/18 CL JESUSA LARA S/N,225.05,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003555380 CONTRATO 237900580 PERIODO 19/03/18 A 23/05/18 CL JAVIER GARCIA DE LEANIZ 9,209.44,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558587 CONTRATO 606199072 PERIODO 19/03/18 A 23/05/18 AV ROSARIO MANZANEQUE 1,202.14,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558592 CONTRATO 606204025 PERIODO 19/03/18 A 23/05/18 CL JAVIER GARCIA DE LEANIZ 15,100.71,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558594 CONTRATO 606210085 PERIODO 19/03/18 A 23/05/18 CL CARLOS PICABEA 1,20.63,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558601  CONTRATO 606826037 PERIODO 19/03/18 A 23/05/18 AV CONDE DE LAS ALMENAS S/N,175.09,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558602 CONTRATO 606827047 PERIODO 19/03/18 A 23/05/18 Pº JOAQUIN RUIZ JIMENEZ 26 BIS,1053.1,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003558605  CONTRATO 606831087 PERIODO 19/03/18 A 23/05/18 PZA CONSTITUCION 4,42.09,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003594170 CONTRATO 210475751 PERIODO 19/03/18 A 23/05/18 CL SEÑORA SERGIA 46,470.18,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180003733029 CONTRATO 606205035 PERIODO 19/03/18 A 23/05/18 CL JAVIER GARCIA DE LEANIZ 9,55.18,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005013961 CONTRATO 231466854 PERIODO 23/05/18 A 19/07/18 CL CUDILLERO 6,46.12,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005013963 CONTRATO 231450484 PERIODO 23/05/18 A 19/07/18 CL CUDILLERO 6,53.53,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005013964 CONTRATO 231448666 PERIODO 23/05/18 A 19/07/18 CL CUDILLERO 6,69.76,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005029193  CONTRATO 184439739 PERIODO 23/05/18 A 19/07/18 Pº JOAQUIN RUIZ JIMENEZ 28,21.26,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005029799 CONTRATO 206984054 PERIODO 23/05/18 A 19/07/18 CL JESUSA LARA S/N,203.57,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005029918 CONTRATO 210475751 PERIODO 23/05/18 A 19/07/18 CL SEÑORA SERGIA 46,361.72,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005030938 CONTRATO 248684253 PERIODO 23/05/18 A 19/07/18 AV TORRELODONES 15,67.68,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005032410 CONTRATO 303785307 PERIODO 23/05/18 A 19/07/18 CL HERREN DE MADRID S/N,34.51,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005032431 CONTRATO 304604854 PERIODO 23/05/18 A 19/07/18 AV FONTANILLA S/N,72,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005033848 CONTRATO 606199072 PERIODO 23/05/18 A 19/07/18 AV ROSARIO MANZANEQUE 1,265.38,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005033849 CONTRATO 606200082 PERIODO 23/05/18 A 19/07/18 CL NTRA SRA CARMEN S/N,29.47,
Administración General,,,3T,2018-09-26,,CANAL ISABEL II GESTION SA,,FACTURA SEDE 180005033853 CONTRATO 606204025 PERIODO 23/05/18 A 19/07/18 CL JAVIER GARCIA LEANIZ 15,96.36,
